# kapture format: 1.1
# sensor_id, name, sensor_type, [sensor_params]+
cam_02733, , camera, SIMPLE_RADIAL, 1200, 1600, 1833.43, 600, 800, -0.175888
cam_04854, , camera, SIMPLE_RADIAL, 1200, 1600, 1425.28, 600, 800, -0.0505041
cam_01115, , camera, SIMPLE_RADIAL, 1200, 1600, 1555.13, 600, 800, -0.0805265
cam_02856, , camera, SIMPLE_RADIAL, 1200, 1600, 1797.85, 600, 800, -0.182894
cam_03492, , camera, SIMPLE_RADIAL, 1600, 1200, 1549.82, 800, 600, -0.0673979
cam_02872, , camera, SIMPLE_RADIAL, 1600, 1200, 1827.65, 800, 600, -0.181268
cam_00916, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.39, 800, 600, -0.0728634
cam_04655, , camera, SIMPLE_RADIAL, 1024, 768, 971.922, 512, 384, 0.0793532
cam_02914, , camera, SIMPLE_RADIAL, 1200, 1600, 1811.77, 600, 800, -0.174269
cam_04613, , camera, SIMPLE_RADIAL, 1024, 768, 976.572, 512, 384, 0.0624189
cam_00874, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.88, 800, 600, -0.0721287
cam_02615, , camera, SIMPLE_RADIAL, 1600, 1067, 1320.49, 800, 533.5, -0.0967393
cam_04614, , camera, SIMPLE_RADIAL, 1024, 768, 979.906, 512, 384, 0.0527037
cam_00875, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.81, 600, 800, -0.0768119
cam_02616, , camera, SIMPLE_RADIAL, 1600, 1067, 1317.06, 800, 533.5, -0.0775974
cam_01042, , camera, SIMPLE_RADIAL, 1600, 1200, 1550.76, 800, 600, -0.0722014
cam_04781, , camera, SIMPLE_RADIAL, 1024, 768, 983.987, 512, 384, 0.0453775
cam_02776, , camera, SIMPLE_RADIAL, 1600, 1200, 1832.44, 800, 600, -0.184437
cam_00798, , camera, SIMPLE_RADIAL, 1200, 1600, 1554.47, 600, 800, -0.0756126
cam_04537, , camera, SIMPLE_RADIAL, 1024, 768, 968.38, 512, 384, 0.0740194
cam_04575, , camera, SIMPLE_RADIAL, 1024, 768, 1004.66, 512, 384, 0.0480142
cam_00778, , camera, SIMPLE_RADIAL, 1200, 1600, 1569.98, 600, 800, -0.0937756
cam_02807, , camera, SIMPLE_RADIAL, 1600, 1200, 1828.54, 800, 600, -0.181308
cam_01066, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.79, 800, 600, -0.0684545
cam_04606, , camera, SIMPLE_RADIAL, 1024, 768, 961.143, 512, 384, 0.0308349
cam_00867, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.91, 800, 600, -0.0707887
cam_00809, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.52, 800, 600, -0.0875955
cam_04465, , camera, SIMPLE_RADIAL, 1600, 1067, 1858.08, 800, 533.5, -0.0747993
cam_01256, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.91, 600, 800, -0.0737738
cam_00880, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.9, 800, 600, -0.0713259
cam_02925, , camera, SIMPLE_RADIAL, 1200, 1600, 1810.12, 600, 800, -0.208451
cam_01039, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.79, 800, 600, -0.0732005
cam_03037, , camera, SIMPLE_RADIAL, 1200, 1600, 1804.76, 600, 800, -0.16806
cam_04868, , camera, SIMPLE_RADIAL, 1600, 1200, 1457.56, 800, 600, -0.0342003
cam_01129, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.65, 800, 600, -0.0719036
cam_02870, , camera, SIMPLE_RADIAL, 1600, 1200, 1829.27, 800, 600, -0.191615
cam_00925, , camera, SIMPLE_RADIAL, 1600, 1200, 1551.02, 800, 600, -0.0645094
cam_03489, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.94, 800, 600, -0.073511
cam_00811, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.05, 800, 600, -0.0918237
cam_04768, , camera, SIMPLE_RADIAL, 768, 1024, 975.398, 384, 512, 0.0483768
cam_01029, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.94, 800, 600, -0.0650935
cam_04462, , camera, SIMPLE_RADIAL, 1067, 1600, 1100.46, 533.5, 800, -0.0799924
cam_01253, , camera, SIMPLE_RADIAL, 1200, 1600, 1553.07, 600, 800, -0.0700189
cam_04616, , camera, SIMPLE_RADIAL, 1024, 768, 974.425, 512, 384, 0.0991973
cam_00877, , camera, SIMPLE_RADIAL, 1200, 1600, 1548.94, 600, 800, -0.0678443
cam_04962, , camera, SIMPLE_RADIAL, 1200, 1600, 1468.44, 600, 800, -0.0155577
cam_01753, , camera, SIMPLE_RADIAL, 1600, 1067, 1336.92, 800, 533.5, -0.0840292
cam_03494, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.57, 600, 800, -0.0770376
cam_01053, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.08, 600, 800, -0.0830671
cam_04792, , camera, SIMPLE_RADIAL, 768, 1024, 944.459, 384, 512, 0.0665008
cam_04568, , camera, SIMPLE_RADIAL, 1024, 768, 962.603, 512, 384, 0.0586544
cam_00829, , camera, SIMPLE_RADIAL, 1200, 1600, 1565.79, 600, 800, -0.070159
cam_05189, , camera, SIMPLE_RADIAL, 1600, 1200, 1446.69, 800, 600, -0.0130385
cam_04366, , camera, SIMPLE_RADIAL, 1067, 1600, 1092.05, 533.5, 800, -0.0798281
cam_00898, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.19, 800, 600, -0.0616709
cam_04637, , camera, SIMPLE_RADIAL, 1024, 768, 983.144, 512, 384, 0.0189505
cam_02896, , camera, SIMPLE_RADIAL, 1600, 1200, 1816.73, 800, 600, -0.182668
cam_02291, , camera, SIMPLE_RADIAL, 1600, 1067, 2730.43, 800, 533.5, 0.307358
cam_01035, , camera, SIMPLE_RADIAL, 1067, 1600, 3156.69, 533.5, 800, 0.0341655
cam_00899, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.8, 800, 600, -0.0822365
cam_04638, , camera, SIMPLE_RADIAL, 1024, 768, 970.015, 512, 384, 0.0701864
cam_02897, , camera, SIMPLE_RADIAL, 1600, 1200, 1819.65, 800, 600, -0.189608
cam_03496, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.04, 800, 600, -0.0694176
cam_04508, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
cam_01299, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.26, 600, 800, -0.0677377
cam_01055, , camera, SIMPLE_RADIAL, 1600, 1200, 1561.02, 800, 600, -0.0688952
cam_04794, , camera, SIMPLE_RADIAL, 768, 1024, 970.338, 384, 512, 0.117687
cam_02610, , camera, SIMPLE_RADIAL, 1600, 1067, 1329.42, 800, 533.5, -0.105669
cam_04549, , camera, SIMPLE_RADIAL, 1024, 768, 967.325, 512, 384, 0.0507082
cam_01340, , camera, SIMPLE_RADIAL, 1600, 1200, 1563.51, 800, 600, -0.0779103
cam_02730, , camera, SIMPLE_RADIAL, 1200, 1600, 1812.67, 600, 800, -0.176751
cam_01050, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.17, 800, 600, -0.0765713
cam_04789, , camera, SIMPLE_RADIAL, 1024, 768, 983.201, 512, 384, 0.0399102
cam_03057, , camera, SIMPLE_RADIAL, 1067, 1600, 3820.85, 533.5, 800, 0.0938243
cam_01059, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.11, 800, 600, -0.0727376
cam_05125, , camera, SIMPLE_RADIAL, 1600, 1200, 1518.98, 800, 600, -0.0363992
cam_02860, , camera, SIMPLE_RADIAL, 1200, 1600, 1817.73, 600, 800, -0.166229
cam_02611, , camera, SIMPLE_RADIAL, 1600, 1067, 1321.03, 800, 533.5, -0.110485
cam_04609, , camera, SIMPLE_RADIAL, 1024, 768, 991.425, 512, 384, 0.0365802
cam_04550, , camera, SIMPLE_RADIAL, 768, 1024, 931.509, 384, 512, 0.0588342
cam_01341, , camera, SIMPLE_RADIAL, 1200, 1600, 1534.45, 600, 800, -0.0728018
cam_04517, , camera, SIMPLE_RADIAL, 1024, 768, 970.323, 512, 384, 0.0374353
cam_01308, , camera, SIMPLE_RADIAL, 1200, 1600, 1549.54, 600, 800, -0.0700352
cam_05140, , camera, SIMPLE_RADIAL, 1600, 1200, 1453.55, 800, 600, -0.0202556
cam_04853, , camera, SIMPLE_RADIAL, 1600, 1200, 1492.85, 800, 600, -0.0489214
cam_01114, , camera, SIMPLE_RADIAL, 1067, 1600, 1671.05, 533.5, 800, -0.0807216
cam_02855, , camera, SIMPLE_RADIAL, 1200, 1600, 1805.02, 600, 800, -0.190083
cam_03488, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.65, 800, 600, -0.0710662
cam_01037, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.31, 600, 800, -0.0724613
cam_00780, , camera, SIMPLE_RADIAL, 1067, 1600, 3111.13, 533.5, 800, 0.0214916
cam_01310, , camera, SIMPLE_RADIAL, 1600, 1200, 1563.63, 800, 600, -0.0756533
cam_04519, , camera, SIMPLE_RADIAL, 1024, 768, 989.959, 512, 384, 0.0516549
cam_01058, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.78, 800, 600, -0.06942
cam_04797, , camera, SIMPLE_RADIAL, 1024, 768, 975.602, 512, 384, 0.0629247
cam_01496, , camera, SIMPLE_RADIAL, 1067, 1600, 1329.81, 533.5, 800, -0.0997357
cam_04705, , camera, SIMPLE_RADIAL, 768, 1024, 932.53, 384, 512, 0.0952334
cam_02707, , camera, SIMPLE_RADIAL, 1200, 1600, 1821.32, 600, 800, -0.181474
cam_02612, , camera, SIMPLE_RADIAL, 1600, 1067, 1324.21, 800, 533.5, -0.107695
cam_01401, , camera, SIMPLE_RADIAL, 1600, 1067, 1337.68, 800, 533.5, -0.0904082
cam_04610, , camera, SIMPLE_RADIAL, 1024, 768, 1023.55, 512, 384, -0.0388432
cam_00871, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.73, 800, 600, -0.0737022
cam_04551, , camera, SIMPLE_RADIAL, 1024, 768, 1000.16, 512, 384, 0.0788765
cam_01342, , camera, SIMPLE_RADIAL, 1200, 1600, 1533.54, 600, 800, -0.06416
cam_04855, , camera, SIMPLE_RADIAL, 1600, 1200, 1461.48, 800, 600, -0.0109262
cam_01116, , camera, SIMPLE_RADIAL, 1200, 1600, 1561.81, 600, 800, -0.0948848
cam_03490, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.59, 800, 600, -0.0733215
cam_02906, , camera, SIMPLE_RADIAL, 1200, 1600, 1840.14, 600, 800, -0.179695
cam_01060, , camera, SIMPLE_RADIAL, 1600, 1200, 1561.75, 800, 600, -0.0670933
cam_04799, , camera, SIMPLE_RADIAL, 1024, 768, 986.849, 512, 384, 0.094682
cam_04554, , camera, SIMPLE_RADIAL, 1024, 768, 1046.98, 512, 384, -0.0047466
cam_01345, , camera, SIMPLE_RADIAL, 1200, 1600, 1550.76, 600, 800, -0.0687686
cam_02864, , camera, SIMPLE_RADIAL, 1200, 1600, 1813.4, 600, 800, -0.185252
cam_01057, , camera, SIMPLE_RADIAL, 1067, 1600, 1844.42, 533.5, 800, -0.0798763
cam_00800, , camera, SIMPLE_RADIAL, 1200, 1600, 1549.26, 600, 800, -0.0718602
cam_04801, , camera, SIMPLE_RADIAL, 1024, 768, 979.574, 512, 384, 0.0517379
cam_01062, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.39, 800, 600, -0.0718483
cam_00769, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.35, 600, 800, -0.0846877
cam_03978, , camera, SIMPLE_RADIAL, 1067, 1600, 1329, 533.5, 800, -0.106186
cam_00239, , camera, SIMPLE_RADIAL, 1600, 1200, 1564.73, 800, 600, -0.0735299
cam_03495, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.63, 800, 600, -0.0684263
cam_01147, , camera, SIMPLE_RADIAL, 1067, 1600, 1713.67, 533.5, 800, -0.0598244
cam_04886, , camera, SIMPLE_RADIAL, 1600, 1200, 1462.72, 800, 600, -0.0309294
cam_00771, , camera, SIMPLE_RADIAL, 1200, 1600, 1553.85, 600, 800, -0.0915964
cam_00923, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.03, 800, 600, -0.0806373
cam_02921, , camera, SIMPLE_RADIAL, 1600, 1200, 1852.27, 800, 600, -0.176112
cam_04541, , camera, SIMPLE_RADIAL, 1024, 768, 986.949, 512, 384, 0.0787119
cam_01332, , camera, SIMPLE_RADIAL, 1600, 1200, 1566.37, 800, 600, -0.0743913
cam_05071, , camera, SIMPLE_RADIAL, 1600, 1200, 1496.29, 800, 600, -0.0591303
cam_01012, , camera, SIMPLE_RADIAL, 1200, 1600, 1555.97, 600, 800, -0.0831039
cam_04751, , camera, SIMPLE_RADIAL, 768, 1024, 965.381, 384, 512, 0.0623211
cam_01028, , camera, SIMPLE_RADIAL, 1600, 1200, 1561.7, 800, 600, -0.0821887
cam_00989, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.05, 800, 600, -0.07613
cam_04728, , camera, SIMPLE_RADIAL, 1024, 768, 978.451, 512, 384, 0.00446166
cam_04790, , camera, SIMPLE_RADIAL, 768, 1024, 977.592, 384, 512, 0.116898
cam_01051, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.02, 800, 600, -0.0727946
cam_02792, , camera, SIMPLE_RADIAL, 1200, 1600, 1807.95, 600, 800, -0.187401
cam_02881, , camera, SIMPLE_RADIAL, 1600, 1200, 1825.89, 800, 600, -0.169291
cam_04618, , camera, SIMPLE_RADIAL, 1024, 768, 978.893, 512, 384, 0.0203982
cam_00879, , camera, SIMPLE_RADIAL, 1067, 1600, 2595.12, 533.5, 800, 0.00529845
cam_04599, , camera, SIMPLE_RADIAL, 1024, 768, 999.781, 512, 384, 0.121559
cam_03497, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.32, 800, 600, -0.0722337
cam_00915, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.98, 800, 600, -0.070284
cam_04654, , camera, SIMPLE_RADIAL, 1024, 768, 958.586, 512, 384, 0.0417012
cam_04612, , camera, SIMPLE_RADIAL, 1024, 768, 969.372, 512, 384, 0.0561044
cam_01438, , camera, SIMPLE_RADIAL, 1067, 1600, 1326.84, 533.5, 800, -0.101366
cam_04647, , camera, SIMPLE_RADIAL, 768, 1024, 971.72, 384, 512, 0.0573239
cam_00908, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.6, 800, 600, -0.077647
cam_02722, , camera, SIMPLE_RADIAL, 1200, 1600, 1812.63, 600, 800, -0.196718
cam_04795, , camera, SIMPLE_RADIAL, 768, 1024, 953.432, 384, 512, 0.0303041
cam_01056, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.67, 800, 600, -0.0742028
cam_02797, , camera, SIMPLE_RADIAL, 1200, 1600, 1812.61, 600, 800, -0.184299
cam_02861, , camera, SIMPLE_RADIAL, 1200, 1600, 1865.04, 600, 800, -0.151849
cam_00872, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.43, 800, 600, -0.0833184
cam_04461, , camera, SIMPLE_RADIAL, 1600, 1067, 1854.86, 800, 533.5, -0.0667823
cam_01252, , camera, SIMPLE_RADIAL, 1600, 1200, 1551.99, 800, 600, -0.0757932
cam_04615, , camera, SIMPLE_RADIAL, 1024, 768, 993.309, 512, 384, 0.0926244
cam_00876, , camera, SIMPLE_RADIAL, 1200, 1600, 1546.44, 600, 800, -0.0731701
cam_00926, , camera, SIMPLE_RADIAL, 1600, 1200, 1562.12, 800, 600, -0.0603678
cam_02924, , camera, SIMPLE_RADIAL, 1067, 1600, 1853.27, 533.5, 800, -0.055296
cam_04698, , camera, SIMPLE_RADIAL, 1024, 768, 995.617, 512, 384, 0.0631474
cam_00959, , camera, SIMPLE_RADIAL, 1600, 1200, 1562.89, 800, 600, -0.0728966
cam_02700, , camera, SIMPLE_RADIAL, 1600, 1200, 1822.51, 800, 600, -0.171609
cam_05074, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.82, 800, 600, -0.0330361
cam_04467, , camera, SIMPLE_RADIAL, 1600, 1067, 1861.4, 800, 533.5, -0.0770074
cam_01258, , camera, SIMPLE_RADIAL, 1067, 1600, 1514.85, 533.5, 800, -0.0809509
cam_04621, , camera, SIMPLE_RADIAL, 1024, 768, 1004.07, 512, 384, 0.0285157
cam_00882, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.44, 600, 800, -0.0755875
cam_02859, , camera, SIMPLE_RADIAL, 1200, 1600, 1801.11, 600, 800, -0.1741
cam_00937, , camera, SIMPLE_RADIAL, 1200, 1600, 1549.05, 600, 800, -0.0738958
cam_02935, , camera, SIMPLE_RADIAL, 1067, 1600, 1290.73, 533.5, 800, -0.0622317
cam_04734, , camera, SIMPLE_RADIAL, 1024, 768, 981.324, 512, 384, 0.0746018
cam_00995, , camera, SIMPLE_RADIAL, 1200, 1600, 1556.52, 600, 800, -0.0734804
cam_02736, , camera, SIMPLE_RADIAL, 1600, 1200, 1830.14, 800, 600, -0.192229
cam_01047, , camera, SIMPLE_RADIAL, 1600, 1200, 1563.53, 800, 600, -0.0743959
cam_04786, , camera, SIMPLE_RADIAL, 1024, 768, 978.957, 512, 384, 0.0275901
cam_01027, , camera, SIMPLE_RADIAL, 1200, 1600, 1548.07, 600, 800, -0.0811242
cam_01026, , camera, SIMPLE_RADIAL, 1200, 1600, 1556.1, 600, 800, -0.09271
cam_04765, , camera, SIMPLE_RADIAL, 768, 1024, 996.13, 384, 512, 0.0826884
cam_00869, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.35, 800, 600, -0.0807568
cam_04608, , camera, SIMPLE_RADIAL, 1024, 768, 990.715, 512, 384, 0.068176
cam_02867, , camera, SIMPLE_RADIAL, 1200, 1600, 1800.45, 600, 800, -0.184068
cam_00927, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.16, 800, 600, -0.0748095
cam_05062, , camera, SIMPLE_RADIAL, 1600, 1200, 1470.45, 800, 600, -0.0117785
cam_04532, , camera, SIMPLE_RADIAL, 768, 1024, 964.854, 384, 512, 0.0525568
cam_01323, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.44, 800, 600, -0.0748954
cam_03064, , camera, SIMPLE_RADIAL, 1200, 1600, 1865.28, 600, 800, -0.186153
cam_03493, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.69, 800, 600, -0.0744638
cam_04194, , camera, SIMPLE_RADIAL, 1600, 1067, 1099.12, 800, 533.5, -0.0691138
cam_00985, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.5, 800, 600, -0.069444
cam_04724, , camera, SIMPLE_RADIAL, 768, 1024, 924.271, 384, 512, 0.0435909
cam_04607, , camera, SIMPLE_RADIAL, 1024, 768, 943.494, 512, 384, 0.100943
cam_00868, , camera, SIMPLE_RADIAL, 1067, 1600, 1767.56, 533.5, 800, -0.0768246
cam_01045, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.32, 800, 600, -0.0823314
cam_04784, , camera, SIMPLE_RADIAL, 1024, 768, 977.16, 512, 384, 0.0467034
cam_04601, , camera, SIMPLE_RADIAL, 1024, 768, 808.572, 512, 384, -0.0799256
cam_00862, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.61, 600, 800, -0.0798309
cam_00904, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.87, 800, 600, -0.0682908
cam_03070, , camera, SIMPLE_RADIAL, 1200, 1600, 1839.92, 600, 800, -0.174963
cam_01422, , camera, SIMPLE_RADIAL, 1067, 1600, 1347.67, 533.5, 800, -0.0971799
cam_04752, , camera, SIMPLE_RADIAL, 1024, 768, 957.145, 512, 384, -0.00722774
cam_01013, , camera, SIMPLE_RADIAL, 1067, 1600, 2973.84, 533.5, 800, 0.0304814
cam_02903, , camera, SIMPLE_RADIAL, 1600, 1200, 1829.58, 800, 600, -0.192315
cam_04644, , camera, SIMPLE_RADIAL, 1024, 768, 987.056, 512, 384, 0.0465516
cam_00905, , camera, SIMPLE_RADIAL, 1200, 1600, 1548.84, 600, 800, -0.0798903
cam_02646, , camera, SIMPLE_RADIAL, 1600, 1067, 1341.48, 800, 533.5, -0.105579
cam_04597, , camera, SIMPLE_RADIAL, 1024, 768, 978.001, 512, 384, 0.0393443
cam_00858, , camera, SIMPLE_RADIAL, 1600, 1200, 1564.09, 800, 600, -0.0797124
cam_02599, , camera, SIMPLE_RADIAL, 1600, 1067, 1326.18, 800, 533.5, -0.112197
cam_04538, , camera, SIMPLE_RADIAL, 768, 1024, 965.199, 384, 512, 0.0551737
cam_01329, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.83, 800, 600, -0.0704453
cam_05068, , camera, SIMPLE_RADIAL, 1600, 1200, 1464.81, 800, 600, -0.0231775
cam_01229, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.26, 600, 800, -0.0720499
cam_04592, , camera, SIMPLE_RADIAL, 1024, 768, 965.837, 512, 384, -0.018318
cam_02594, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.03, 800, 533.5, -0.101751
cam_04463, , camera, SIMPLE_RADIAL, 1600, 1067, 1856.7, 800, 533.5, -0.07333
cam_01254, , camera, SIMPLE_RADIAL, 1200, 1600, 1560.88, 600, 800, -0.0701652
cam_04617, , camera, SIMPLE_RADIAL, 1024, 768, 979.949, 512, 384, 0.046668
cam_00878, , camera, SIMPLE_RADIAL, 1200, 1600, 1555.6, 600, 800, -0.0703554
cam_04611, , camera, SIMPLE_RADIAL, 1024, 768, 981.808, 512, 384, 0.0441662
cam_01402, , camera, SIMPLE_RADIAL, 1067, 1600, 2371.53, 533.5, 800, -0.0589723
cam_05141, , camera, SIMPLE_RADIAL, 1600, 1200, 1476.61, 800, 600, -0.0437052
cam_04506, , camera, SIMPLE_RADIAL, 1024, 768, 980.8, 512, 384, 0.0965149
cam_01297, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.15, 600, 800, -0.0704398
cam_01040, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.23, 800, 600, -0.0654492
cam_02781, , camera, SIMPLE_RADIAL, 1600, 1200, 1824.98, 800, 600, -0.182288
cam_04569, , camera, SIMPLE_RADIAL, 1024, 768, 987.068, 512, 384, 0.0418189
cam_00830, , camera, SIMPLE_RADIAL, 1200, 1600, 1548.64, 600, 800, -0.0748252
cam_04891, , camera, SIMPLE_RADIAL, 1200, 1600, 1415.01, 600, 800, -0.0848133
cam_02965, , camera, SIMPLE_RADIAL, 1200, 1600, 1821.71, 600, 800, -0.177778
cam_00870, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.8, 800, 600, -0.0735003
cam_04079, , camera, SIMPLE_RADIAL, 1067, 1600, 1087.5, 533.5, 800, -0.0849371
cam_03549, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.7, 800, 600, -0.0766296
cam_00340, , camera, SIMPLE_RADIAL, 1600, 1067, 1102.13, 800, 533.5, -0.0770733
cam_01125, , camera, SIMPLE_RADIAL, 1067, 1600, 2103.51, 533.5, 800, -0.0418039
cam_04864, , camera, SIMPLE_RADIAL, 1200, 1600, 1427.25, 600, 800, -0.0265182
cam_00990, , camera, SIMPLE_RADIAL, 1067, 1600, 2656.94, 533.5, 800, -0.00486757
cam_04729, , camera, SIMPLE_RADIAL, 1024, 768, 969.782, 512, 384, 0.0543642
cam_02988, , camera, SIMPLE_RADIAL, 1600, 1200, 1875.97, 800, 600, -0.170517
cam_04600, , camera, SIMPLE_RADIAL, 1024, 768, 962.813, 512, 384, 0.0722557
cam_00861, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.68, 600, 800, -0.0692829
cam_03669, , camera, SIMPLE_RADIAL, 1067, 1600, 1331.36, 533.5, 800, -0.10497
cam_01010, , camera, SIMPLE_RADIAL, 1600, 1200, 1572.35, 800, 600, -0.0504447
cam_04749, , camera, SIMPLE_RADIAL, 1024, 768, 988.09, 512, 384, 0.0298435
cam_01005, , camera, SIMPLE_RADIAL, 1600, 1200, 1562.47, 800, 600, -0.0785472
cam_01124, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.41, 800, 600, -0.0698063
cam_04863, , camera, SIMPLE_RADIAL, 1200, 1600, 1445.45, 600, 800, 0.0125797
cam_00748, , camera, SIMPLE_RADIAL, 1600, 1067, 1112.58, 800, 533.5, -0.0706405
cam_04742, , camera, SIMPLE_RADIAL, 1024, 768, 987.923, 512, 384, 0.0736609
cam_01003, , camera, SIMPLE_RADIAL, 1200, 1600, 1559.8, 600, 800, -0.0738829
cam_04737, , camera, SIMPLE_RADIAL, 1024, 768, 987.957, 512, 384, 0.0451622
cam_00998, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.7, 800, 600, -0.062413
cam_03562, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.77, 800, 600, -0.0689955
cam_01122, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.9, 800, 600, -0.0735822
cam_04861, , camera, SIMPLE_RADIAL, 1600, 1200, 1457.86, 800, 600, 0.00174412
cam_00746, , camera, SIMPLE_RADIAL, 1067, 1600, 2638.94, 533.5, 800, -0.00252515
cam_01117, , camera, SIMPLE_RADIAL, 1600, 1200, 1551.02, 800, 600, -0.07529
cam_04856, , camera, SIMPLE_RADIAL, 1600, 1200, 1471.98, 800, 600, -0.0371786
cam_00994, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.86, 800, 600, -0.06916
cam_04733, , camera, SIMPLE_RADIAL, 1024, 768, 986.296, 512, 384, 0.0279796
cam_01119, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.86, 800, 600, -0.0748819
cam_04858, , camera, SIMPLE_RADIAL, 1600, 1200, 1476.12, 800, 600, -0.0176524
cam_04739, , camera, SIMPLE_RADIAL, 1024, 768, 999.746, 512, 384, 0.0516386
cam_01000, , camera, SIMPLE_RADIAL, 1200, 1600, 1562.29, 600, 800, -0.0708765
cam_01502, , camera, SIMPLE_RADIAL, 1067, 1600, 1405.54, 533.5, 800, -0.120642
cam_03500, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.35, 800, 600, -0.0751046
cam_01118, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.92, 800, 600, -0.0675641
cam_04857, , camera, SIMPLE_RADIAL, 1600, 1200, 1455.25, 800, 600, -0.0316553
cam_00910, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.87, 800, 600, -0.0647443
cam_04649, , camera, SIMPLE_RADIAL, 768, 1024, 991.906, 384, 512, -0.00374184
cam_02908, , camera, SIMPLE_RADIAL, 1200, 1600, 1856.84, 600, 800, -0.188696
cam_04602, , camera, SIMPLE_RADIAL, 1024, 768, 1003.48, 512, 384, 0.057089
cam_00863, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.42, 800, 600, -0.0756677
cam_02604, , camera, SIMPLE_RADIAL, 1600, 1067, 1327.52, 800, 533.5, -0.0971331
cam_04543, , camera, SIMPLE_RADIAL, 1024, 768, 962.982, 512, 384, 0.147742
cam_01334, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.09, 800, 600, -0.0715107
cam_05073, , camera, SIMPLE_RADIAL, 1600, 1200, 1471.52, 800, 600, -0.0348983
cam_04548, , camera, SIMPLE_RADIAL, 1024, 768, 945.609, 512, 384, 0.00687585
cam_01339, , camera, SIMPLE_RADIAL, 1600, 1200, 1564.22, 800, 600, -0.0732314
cam_05078, , camera, SIMPLE_RADIAL, 1600, 1200, 1471.72, 800, 600, -0.0363033
cam_04727, , camera, SIMPLE_RADIAL, 1024, 768, 990.45, 512, 384, 0.0523771
cam_00988, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.14, 800, 600, -0.0766281
